gene_id	expected_count	expected_count	expected_count	expected_count	expected_count	expected_count	expected_count	expected_count	expected_count	expected_count	expected_count	expected_count	expected_count
gene7964	3.00	4.00	145.00	73.00	0.00	41.00	10.00	35.00	6.00	0.00	1.00	2.00	10.00
gene7965	48.00	29.00	43.00	31.00	0.00	18.00	0.00	5.00	14.00	2.00	0.00	1.00	19.00
gene7966	16.00	4.00	94.00	46.00	10.00	27.00	26.00	32.00	67.00	52.00	60.00	111.00	205.00
gene7967	0.00	3.00	32.00	18.00	0.00	9.00	0.00	8.00	0.00	8.00	1.00	0.00	18.00
gene7968	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	4.00
gene7969	2.00	18.00	1.00	0.00	19.00	6.00	0.00	9.00	1.00	25.00	1.00	9.00	121.00
gene797	216.00	69.00	317.00	90.00	49.00	155.00	71.00	94.00	130.00	105.00	196.00	126.00	477.00
gene7970	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene7971	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene7972	640.00	40.00	195.00	125.00	0.00	95.00	29.00	65.00	72.00	43.00	66.00	45.00	783.00
gene7973	1.00	0.00	47.00	8.00	0.00	6.00	0.00	6.00	0.00	0.00	10.00	3.00	287.00
gene7974	902.00	21.00	15.00	3.00	0.00	32.00	13.00	39.00	1.00	3.00	13.00	7.00	1007.00
gene7975	0.00	0.00	3.00	3.00	0.00	5.90	0.00	0.00	0.00	2.00	0.00	19.00	16.67
gene7976	3.00	11.00	10.00	7.00	0.00	6.00	0.00	0.00	9.00	1.00	7.00	8.00	100.00
gene7977	1611.00	1.00	3.00	7.00	0.00	16.00	4.00	3.00	9.00	9.00	7.00	29.00	112.00
gene7978	56.00	18.00	55.00	64.00	19.00	57.00	13.00	8.00	64.00	39.00	64.00	78.00	388.00
gene7979	34.00	11.00	30.00	32.00	0.00	25.00	0.00	8.00	34.00	12.00	10.00	21.00	200.00
gene798	118.00	0.00	2.00	2.00	0.00	2.00	1.00	0.00	34.00	88.00	6.00	0.00	38.00
gene7980	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.00	2.00	3.00	1.00	4.00
gene7981	1.00	0.00	2.00	0.00	0.00	16.00	0.00	7.00	4.00	9.00	0.00	2.00	15.00
gene7982	12.00	152.00	178.00	245.00	14.00	318.00	42.00	105.00	93.00	26.00	19.00	97.00	141.00
gene7983	9.00	16.00	23.00	33.00	6.00	15.00	0.00	14.00	41.00	32.00	22.00	21.00	157.00
gene7984	3.00	10.00	8.00	9.00	0.00	19.00	10.00	14.00	13.00	19.00	9.00	27.00	934.00
gene7985	24.00	17.00	68.00	28.00	0.00	13.00	0.00	0.00	8.00	3.00	401.00	18.00	408.00
gene7986	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene7987	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene7988	4.00	33.00	118.00	99.00	24.00	327.00	26.00	86.00	174.00	2.00	59.00	70.00	3.00
gene7989	35.00	33.00	114.00	74.00	48.00	2198.00	90.00	291.00	291.00	269.00	183.00	126.00	591.00
gene799	126.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	59.00
gene7990	0.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	4.00	0.00	93.00
gene7992	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene7993	7.00	9.00	4.00	5.00	52.00	8.00	0.00	11.00	18.00	38.00	6.00	2.00	159.00
gene7994	2.00	27.00	66.00	9.00	21.00	32.00	18.00	16.00	9.00	20.00	9.00	23.00	103.00
gene7995	77.00	49.00	146.00	69.00	57.00	180.00	26.00	85.00	178.00	110.00	87.00	85.00	816.00
gene7996	12.00	0.00	16.00	13.00	0.00	6.00	0.00	4.00	24.00	6.00	27.00	28.00	99.00
gene7997	721.00	186.00	343.00	231.00	162.00	115.00	77.00	111.00	136.00	78.00	55.00	342.00	958.00
gene7998	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	3.00	0.00	0.00	7.00
gene7999	1.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	26.00
gene8	388.00	0.00	0.00	0.00	129.00	0.00	0.00	0.00	183.00	8.00	121.00	2.00	99.00
gene80	6.00	50.00	50.00	64.00	33.00	55.00	20.00	55.00	22.00	15.00	21.00	96.00	276.00
gene800	1176.00	242.00	633.00	348.00	156.00	237.00	145.00	196.00	190.00	650.00	181.00	316.00	1150.00
gene8000	93.00	29.00	141.00	56.00	50.00	43.00	0.00	37.00	29.00	47.00	61.00	101.00	291.00
gene8001	514.00	114.00	322.00	113.00	259.00	223.00	105.00	146.00	523.00	302.00	992.00	283.00	1499.00
gene8002	1.00	6.00	13.00	0.00	0.00	11.00	0.00	18.00	9.00	6.00	49.00	18.00	47.00
gene8003	20.00	73.00	372.00	227.00	38.00	75.00	76.00	57.00	119.00	269.00	146.00	82.00	4984.00
gene8004	35.00	6.00	25.00	0.00	0.00	7.00	0.00	5.00	16.00	32.00	49.00	16.00	112.00
gene8005	3.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	230.00
gene8006	197.00	130.00	158.00	141.00	92.00	156.00	119.00	95.00	139.00	159.00	94.00	39.00	386.00
gene8007	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	28.00
gene8008	8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene8009	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene801	2.00	6.00	13.00	5.00	6.00	81.00	52.00	20.00	20.00	31.00	26.00	40.00	180.00
gene8010	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene8011	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene8012	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00
gene8013	15.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	18.00	0.00	0.00	7.00
gene8014	274.00	65.00	156.00	123.00	17.00	897.00	164.00	452.00	152.00	73.00	94.00	68.00	373.00
gene8015	67.00	94.00	220.00	90.00	4.00	75.00	61.00	29.00	55.00	15.00	47.00	69.00	185.00
gene8016	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	1.00	0.00	1.00	8.00
gene8017	9.00	56.00	112.00	91.00	46.00	28.00	0.00	20.00	37.00	17.00	46.00	26.00	117.00
gene8018	10.00	7.00	12.00	3.00	0.00	1.00	18.00	3.00	3.00	9.00	10.00	11.00	157.00
gene8019	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
gene802	200.00	19.00	101.00	24.00	81.00	22.00	5.00	13.00	36.00	634.00	406.00	222.00	798.00
gene8020	54.00	17.00	105.00	28.00	0.00	21.00	10.00	18.00	9.00	24.00	52.00	50.00	189.00
gene8021	5.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	5.00	0.00	2.00	15.00	8.00
gene8022	112.00	257.00	424.00	620.00	71.00	1111.00	223.00	510.00	310.00	101.00	71.00	137.00	1233.00
gene8023	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.00
gene8024	54.00	0.00	0.00	11.00	0.00	2.00	0.00	0.00	4.00	6.00	7.00	0.00	42.00
gene8025	559.00	191.00	320.00	228.00	89.00	306.00	102.00	179.00	202.00	89.00	39.00	73.00	460.00
gene8026	2.00	10.00	94.00	20.00	37.00	430.00	7.00	96.00	94.00	28.00	17.00	45.00	292.00
gene8027	112.00	16.00	101.00	51.00	46.00	209.00	176.00	128.00	80.00	45.00	15.00	91.00	3112.00
gene8028	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene8029	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene803	157.00	53.00	31.00	83.00	15.00	137.00	80.00	91.00	26.00	24.00	21.00	42.00	102.00
gene8030	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene8031	24.00	22.00	34.00	57.00	7.00	24.00	18.00	39.00	19.00	44.00	35.00	30.00	247.00
gene8032	9.00	0.00	2.00	0.00	0.00	7.00	0.00	0.00	0.00	8.00	7.00	5.00	40.00
gene8033	0.00	0.00	0.00	0.00	0.00	2.00	0.00	6.00	2.00	0.00	1.00	0.00	143.00
gene8034	2433.00	410.00	864.00	328.00	216.00	4628.00	1339.00	3503.00	1337.00	587.00	176.00	210.00	9389.00
gene8035	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene8036	12.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.00
gene8037	151.00	0.00	0.00	0.00	0.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00	47.00
gene8038	862.00	0.00	13.00	3.00	0.00	5.00	0.00	1.00	20.00	2.00	6.00	3.00	94.00
gene8039	56.00	0.00	6.00	3.00	3.00	5.00	0.00	6.00	54.00	8.00	17.00	1.00	515.00
gene804	107.00	0.00	9.00	5.00	35.00	7.00	3.00	4.00	26.00	7.00	53.00	4.00	183.00
gene8040	2.00	6.00	1.00	0.00	0.00	10.00	0.00	6.00	20.00	5.00	0.00	9.00	36.00
gene8041	204.00	33.00	78.00	48.00	0.00	36.00	9.00	38.00	63.00	20.00	105.00	73.00	508.00
gene8042	32.00	0.00	6.00	22.00	0.00	9.00	0.00	9.00	6.00	1.00	6.00	29.00	94.00
gene8043	0.00	0.00	3.00	0.00	0.00	3.00	0.00	3.00	3.00	0.00	3.00	2.00	18.00
gene8044	2.00	0.00	0.00	0.00	0.00	4.00	13.00	0.00	0.00	0.00	4.00	0.00	13.00
gene8045	87.00	77.00	159.00	72.00	29.00	169.00	39.00	102.00	314.00	78.00	1375.00	77.00	1259.00
gene8046	0.00	0.00	0.00	0.00	6.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	9.00
gene8047	2.00	11.00	17.00	30.00	0.00	30.00	29.00	7.00	1.00	10.00	0.00	4.00	124.00
gene8048	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene8049	5.00	0.00	0.00	0.00	0.00	15.00	2.00	0.00	0.00	1.00	4.00	0.00	115.00
gene805	7.00	0.00	2.00	0.00	0.00	3.00	0.00	0.00	13.00	1.00	10.00	1.00	3.00
gene8050	61.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	5.00
gene8051	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene8052	57.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	18.00
gene8053	41.00	0.00	0.00	0.00	25.00	0.00	0.00	0.00	36.00	5.00	1.00	1.00	217.00
gene8054	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene8055	18.00	66.00	137.00	133.00	66.00	158.00	51.00	106.00	95.00	95.00	15.00	113.00	123.00
gene8056	0.00	0.00	0.00	0.00	0.00	0.00	6.00	0.00	4.00	64.00	0.00	0.00	30.00
gene8057	25.00	0.00	0.00	3.00	0.00	10.00	9.00	0.00	7.00	179.00	2.00	0.00	200.00
gene8058	18.00	0.00	1.00	0.00	0.00	0.00	0.00	3.00	0.00	1.00	0.00	0.00	17.00
gene8059	32.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00
gene806	1.00	0.00	8.00	0.00	0.00	2.00	0.00	0.00	4.00	0.00	1.00	0.00	0.00
gene8060	35.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	84.00
gene8061	32.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	16.00
gene8062	42.00	64.00	437.00	166.00	22.00	1141.00	280.00	619.00	916.00	270.00	1094.00	1008.00	4004.00
gene8063	2.00	1430.00	8.00	237.00	0.00	44.00	2561.00	450.00	0.00	45.00	0.00	4.00	431.00
gene8064	21.00	122.00	303.00	230.00	11.00	967.00	106.00	319.00	79.00	0.00	16.00	145.00	11.00
gene8065	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene8066	223.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	116.00
gene8067	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene8068	64.00	64.00	66.00	25.00	46.00	82.00	20.00	20.00	101.00	48.00	26.00	74.00	473.00
gene8069	1280.00	1962.00	2982.00	2542.00	817.00	925.00	620.00	835.00	1848.00	757.00	599.00	1109.00	6410.00
gene807	4.00	2.00	0.00	0.00	0.00	0.00	6.00	0.00	0.00	76.00	1.00	0.00	20.00
gene8070	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	1.00
gene8071	9.00	0.00	0.00	0.00	0.00	1.00	2.00	0.00	0.00	0.00	0.00	0.00	1.00
gene8072	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene8073	0.00	0.00	8.00	10.00	335.00	2.00	0.00	0.00	284.00	0.00	108.00	1.00	6.00
gene8074	31.00	149.00	166.00	210.00	124.00	370.00	59.00	129.00	436.00	60.00	10.00	109.00	916.00
gene8075	544.00	0.00	0.00	0.00	87.00	1.00	0.00	0.00	90.00	0.00	50.00	0.00	61.00
gene8076	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	59.00
gene8077	93.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	8.00	11.00	2.00	2.00	12.00
gene8078	116.00	22.00	85.00	44.00	0.00	42.00	15.00	15.00	35.00	42.00	32.00	45.00	216.00
gene8079	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene808	6.00	11.00	24.00	25.00	34.00	12.00	21.00	17.00	34.00	20.00	10.00	32.00	77.00
gene8080	5.00	53.00	109.00	120.00	18.00	263.00	102.00	161.00	93.00	9.00	13.00	54.00	263.00
gene8081	108.00	57.00	206.00	94.00	24.00	74.00	32.00	42.00	60.00	73.00	63.00	149.00	327.00
gene8082	73.00	27.00	83.00	85.00	5.00	340.00	129.00	202.00	133.00	23.00	30.00	99.00	210.00
gene8083	149.00	21.00	77.00	29.00	21.00	67.00	38.00	48.00	54.00	66.00	11.00	38.00	453.00
gene8084	4.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	4.00	5.00	2.00	0.00	38.00
gene8085	1.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene8086	13.00	2.00	12.00	0.00	0.00	0.00	0.00	0.00	2.00	1.00	3.00	8.00	27.00
gene8087	76.00	63.00	79.00	90.00	11.00	22.00	40.00	24.00	21.00	66.00	31.00	49.00	497.00
gene8088	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene8089	8.00	33.00	83.00	48.00	64.00	160.00	15.00	72.00	277.00	14.00	27.00	24.00	30.00
gene809	224.00	251.00	777.00	354.00	196.00	213.00	137.00	204.00	261.00	550.00	290.00	1648.00	1233.00
gene8090	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene8091	1.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	3.00	17.00	1.00	3.00
gene8092	630.00	0.00	28.00	7.00	7.00	46.00	5.00	15.00	63.00	103.00	233.00	6.00	116.00
gene8093	1.00	67.00	4.00	8.00	0.00	1.00	417.00	74.00	31.00	1510.00	13.00	5.00	14.00
gene8094	662.00	52.00	369.00	131.00	137.00	118.00	70.00	91.00	174.00	209.00	215.00	61.00	251.00
gene8095	104.00	364.00	1912.00	1305.00	88.00	2585.00	537.00	1317.00	1177.00	422.00	304.00	230.00	837.00
gene8096	5.00	4.00	1.00	0.00	0.00	13.00	0.00	0.00	0.00	7.00	1.00	2.00	6.00
gene8097	1.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	1.00	0.00	2.00
gene8098	16.00	0.00	10.00	11.00	0.00	12.00	0.00	8.00	2.00	25.00	29.00	15.00	34.00
gene8099	7.00	0.00	31.00	0.00	0.00	9.00	5.00	6.00	2.00	7.00	4.00	5.00	28.00
gene81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00
gene810	23.00	9.00	68.00	102.00	27.00	178.00	66.00	122.00	109.00	21.00	21.00	50.00	604.00
gene8100	21.00	0.00	96.00	2.00	0.00	62.00	0.00	28.00	27.00	15.00	5.00	16.00	69.00
gene8101	3.00	2.00	7.00	3.00	0.00	13.00	0.00	1.00	4.00	2.00	0.00	0.00	13.00
gene8102	15.00	12.00	77.00	97.00	23.00	51.00	2.00	32.00	36.00	10.00	2.00	8.00	56.00
gene8103	3.00	0.00	6.00	0.00	0.00	7.00	0.00	0.00	5.00	1.00	0.00	1.00	8.00
gene8104	16.00	78.00	82.00	74.00	7.00	412.00	69.00	116.00	147.00	1.00	55.00	81.00	370.00
gene8105	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	25.00	1.00	3.00	0.00	49.00
gene8106	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene8107	1882.63	21.00	6.00	205.00	0.00	1.00	1909.27	766.64	4.00	7.95	12.00	2.00	18.11
gene8108	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.89
gene8109	25.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene811	39.00	77.00	193.00	63.00	23.00	133.00	17.00	44.00	50.00	31.00	13.00	42.00	285.00
gene8110	764.37	0.00	0.00	4.00	0.00	1.00	42.73	5.36	0.00	0.05	0.00	0.00	0.00
gene8111	2.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	5.00	40.00
gene8112	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene8113	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene8114	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00
gene8115	14.00	33.00	228.00	93.00	0.00	202.00	149.00	184.00	140.00	3.00	19.00	43.00	208.00
gene8116	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene8117	1.00	0.00	10.00	6.00	0.00	9.00	0.00	6.00	9.00	6.00	16.00	13.00	47.00
gene8118	8.00	0.00	11.00	22.00	0.00	70.00	3.00	40.00	41.00	15.00	9.00	17.00	43.00
gene8119	82.00	78.00	197.00	107.00	16.00	68.00	19.00	40.00	105.00	59.00	56.00	34.00	198.00
gene812	105.00	207.00	479.00	301.00	121.00	327.00	118.00	230.00	337.00	137.00	154.00	597.00	755.00
gene8120	2.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	1.00	0.00	0.00	12.00
gene8121	108.00	446.00	2875.00	815.00	217.00	177.00	82.00	166.00	292.00	123.00	267.00	490.00	501.00
gene8122	340.00	551.00	885.00	501.00	276.00	348.00	220.00	228.00	479.00	359.00	988.00	795.00	2435.00
gene8123	1.00	0.00	0.00	0.00	24.00	0.00	0.00	0.00	17.00	1.00	1.00	1.00	0.00
gene8124	276.00	48.00	126.00	43.00	165.00	623.00	63.00	278.00	251.00	191.00	188.00	232.00	3279.00
gene8125	44.00	2.00	7.00	0.00	60.00	8.00	0.00	4.00	252.00	0.00	83.00	0.00	27.00
gene8126	4.00	0.00	20.00	12.00	49.00	14.00	0.00	16.00	13.00	234.00	35.00	79.00	435.00
gene8127	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene8128	22.00	21.00	33.00	33.00	87.00	60.00	6.00	7.00	86.00	15.00	58.00	23.00	123.00
gene8129	68.00	14.00	9.00	7.00	11.00	11.00	3.00	12.00	6.00	1.00	1.00	13.00	32.00
gene813	148.00	127.00	484.00	338.00	109.00	395.00	126.00	213.00	400.00	131.00	148.00	235.00	1158.00
gene8130	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene8131	59.00	140.00	568.00	229.00	16.00	361.00	127.00	386.00	108.00	133.00	298.00	365.00	1222.00
gene8132	7.00	9.00	16.00	22.00	27.00	423.00	25.00	97.00	7.00	9.00	33.00	22.00	526.00
gene8133	90.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene8134	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.00	0.00	1.00	0.00	71.00
gene8135	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene8136	0.00	0.00	0.00	0.00	0.00	32.00	0.00	7.00	0.00	0.00	0.00	0.00	7.00
gene8137	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00
gene8138	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene8139	39.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	167.00
gene814	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	3.00
gene8140	363.00	0.00	0.00	0.00	15.00	7.00	0.00	1.00	23.00	44.00	18.00	0.00	76.00
gene8141	51.00	6.00	19.00	16.00	0.00	19.00	0.00	2.00	17.00	5.00	56.00	2.00	84.00
gene8142	283.00	29.00	154.00	14.00	0.00	43.00	12.00	20.00	21.00	22.00	92.00	124.00	184.00
gene8143	58.00	62.00	291.00	107.00	13.00	80.00	42.00	28.00	144.00	302.00	203.00	157.00	1100.00
gene8144	24.00	94.00	223.00	103.00	9.00	60.00	47.00	31.00	105.00	19.00	117.00	157.00	153.00
gene8145	496.00	221.00	1114.00	332.00	719.00	781.00	198.00	368.00	542.00	770.00	2203.00	687.00	3712.00
gene8146	6014.00	408.00	1992.00	667.00	331.00	697.00	282.00	476.00	704.00	788.00	1155.00	2033.00	2997.00
gene8147	0.00	0.00	0.00	0.00	55.00	0.00	0.00	0.00	173.00	0.00	0.00	0.00	2.00
gene8148	521.00	18.00	45.00	13.00	0.00	68.00	28.00	53.00	66.00	2.00	13.00	63.00	229.00
gene8149	0.00	0.00	3.00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	2.00	1.00	12.00
gene815	898.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	5.00	0.00	3.00
gene8150	4.00	17.00	28.00	8.00	0.00	124.00	3.00	36.00	14.00	5.00	9.00	24.00	600.00
gene8151	147.00	457.00	1138.00	803.00	233.00	969.00	237.00	596.00	475.00	108.00	100.00	499.00	1377.00
gene8152	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00
gene8153	0.00	2.00	4.00	0.00	0.00	7.00	0.00	5.00	0.00	4.00	1.00	0.00	65.00
gene8154	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	7.00
gene8155	1.00	0.00	4.00	0.00	11.00	0.00	0.00	0.00	128.00	0.00	373.00	1.00	5.00
gene8156	1.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene8157	0.00	5.00	5.00	0.00	0.00	0.00	0.00	0.00	6.00	0.00	1.00	0.00	1.00
gene8158	124.00	91.00	385.00	122.00	22.00	172.00	51.00	111.00	194.00	70.00	318.00	132.00	540.00
gene8159	5.00	9.00	23.00	9.00	10.00	37.00	13.00	29.00	0.00	2.00	0.00	54.00	0.00
gene816	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
gene8160	0.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	44.00	0.00	0.00	1.00
gene8161	48.00	6.00	17.00	36.00	480.00	170.00	27.00	128.00	164.00	185.00	164.00	63.00	3136.00
gene8162	2.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	6.00	0.00	670.00
gene8163	51.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	3.00
gene8164	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene8165	6.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00
gene8166	241.00	58.00	396.00	150.00	27.00	93.00	51.00	56.00	53.00	86.00	103.00	165.00	383.00
gene8167	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene8169	6.00	0.00	0.00	5.00	0.00	17.00	5.00	12.00	4.00	3.00	2.00	0.00	72.00
gene817	95.00	30.00	234.00	45.00	16.00	73.00	7.00	40.00	67.00	254.00	123.00	87.00	535.00
gene8170	0.00	38.00	102.00	60.00	0.00	131.00	47.00	52.00	26.00	3.00	2.00	122.00	7.00
gene8171	1.00	0.00	16.00	0.00	8.00	121.00	4.00	18.00	3.00	15.00	4.00	4.00	17.00
gene8172	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
gene8173	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
gene8174	32.00	48.00	104.00	80.00	30.00	30.00	50.00	19.00	34.00	50.00	44.00	44.00	496.00
gene8175	1.00	0.00	3.00	0.00	0.00	5.00	0.00	0.00	0.00	2.00	12.00	3.00	35.00
gene8176	58.00	741.00	3683.00	1627.00	111.00	679.00	387.00	715.00	162.00	142.00	151.00	1725.00	325.00
gene8177	22.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00
gene8178	1.00	24.00	15.00	38.00	4.00	17.00	0.00	9.00	19.00	1.00	2.00	1.00	20.00
gene8179	407.00	180.00	550.00	552.00	137.00	450.00	174.00	366.00	455.00	132.00	56.00	349.00	929.00
gene818	129.00	59.00	342.00	227.00	3.00	243.00	69.00	133.00	183.00	213.00	108.00	411.00	1892.00
gene8180	1255.00	14.00	10.00	19.00	0.00	201.00	76.00	162.00	20.00	6.00	1.00	7.00	163.00
gene8181	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene8182	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene8183	30.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00	2.00	0.00	40.00
